Title,Recommendation text,Decision
Bevacizumab in combination with oxaliplatin and either fluorouracil plus folinic acid or capecitabine for the treatment of metastatic colorectal cancer,Bevacizumab in combination with oxaliplatin and either fluorouracil plus folinic acid or capecitabine is not recommended for the treatment of metastatic colorectal cancer. | People currently receiving bevacizumab in combination with oxaliplatin and either fluorouracil plus folinic acid or capecitabine for the treatment of metastatic colorectal cancer should have the option to continue treatment until they and their clinicians consider it appropriate to stop.,Rejected
Trastuzumab for the treatment of HER2-positive metastatic gastric cancer,"Trastuzumab, in combination with cisplatin and capecitabine or 5-fluorouracil, is recommended as an option for the treatment of people with human epidermal growth factor receptor 2 (HER2)-positive metastatic adenocarcinoma of the stomach or gastro-oesophageal junction who: have not received prior treatment for their metastatic diseaseand have tumours expressing high levels of HER2 as defined by a positive immunohistochemistry score of 3 (IHC3 positive). | People who are currently receiving treatment with trastuzumab for HER2-positive metastatic gastric cancer who do not meet the criteria in section 1.1 should have the option to continue treatment until they and their clinicians consider it appropriate to stop.",Approved
Imatinib for the treatment of unresectable and/or metastatic gastrointestinal stromal tumours,Imatinib at 600 or 800 mg/day is not recommended for people with unresectable and/or metastatic gastrointestinal stromal tumours whose disease has progressed after treatment with 400 mg/day imatinib. | People who are currently receiving 600 or 800 mg/day imatinib for unresectable and/or metastatic gastrointestinal stromal tumours should have the option to continue therapy until they and their clinicians consider it appropriate to stop.,Rejected
Imatinib for the treatment of unresectable and/or metastatic gastro-intestinal stromal tumours,1.1Imatinib treatment at 400 mg/day is recommended as first-line management of people with KIT (CD117)-positive unresectable and/or KIT (CD117)-positive metastatic gastro-intestinal stromal tumours (GISTs). | 1.2Continuation with imatinib therapy is recommended only if a response to initial treatment is achieved within 12 weeks. | 1.3Responders should be assessed at intervals of approximately 12 weeks thereafter. Continuation of treatment is recommended at 400 mg/day until the tumour ceases to respond. | 1.4An increase in the dose of imatinib is not recommended for people receiving imatinib who develop progressive disease after initially responding. | 1.5This recommendation has been updated and replaced by NICE technology appraisal guidance 209. | 1.6The use of imatinib should be supervised by cancer specialists with experience in the management of people with unresectable and/or metastatic GISTs.,Rejected
Denosumab for the prevention of osteoporotic fractures in postmenopausal women,"Denosumab is recommended as a treatment option for the primary prevention of osteoporotic fragility fractures only in postmenopausal women at increased risk of fractures: who are unable to comply with the special instructions for administering alendronate and either risedronate or etidronate, or have an intolerance of, or a contraindication to, those treatmentsand who have a combination of T-score, age and number of independent clinical risk factors for fracture (see section 1.3) as indicated in the following table; T-score measures bone mineral density using central (hip and/or spine) dual-energy X-ray (DXA) scanning, and is expressed as the number of standard deviations (SD) below peak bone mineral density. | Denosumab is recommended as a treatment option for the secondary prevention of osteoporotic fragility fractures only in postmenopausal women at increased risk of fractures who are unable to comply with the special instructions for administering alendronate and either risedronate or etidronate, or have an intolerance of, or a contraindication to, those treatments. | For the purposes of this guidance, independent clinical risk factors for fracture are parental history of hip fracture, alcohol intake of 4 or more units per day, and rheumatoid arthritis. | People currently receiving denosumab for the primary or secondary prevention of osteoporotic fragility fractures who do not meet the criteria specified in recommendations 1.1 or 1.2 should have the option to continue treatment until they and their clinician consider it appropriate to stop.",Approved
Bendamustine for the treatment of indolent (low grade) non-Hodgkin's lymphoma that is refractory to rituximab (terminated appraisal),Recommendation Not Found,Rejected
Temsirolimus for the treatment of relapsed or refractory mantle cell lymphoma (terminated appraisal),Recommendation Not Found,Rejected
Peginterferon alfa and ribavirin for the treatment of chronic hepatitis C,"Combination therapy with peginterferon alfa (2a or 2b) and ribavirin is recommended as a treatment option for adults with chronic hepatitis C: who have been treated previously with peginterferon alfa (2a or 2b) and ribavirin in combination, or with peginterferon alfa monotherapy, and whose condition either did not respond to treatment or responded initially to treatment but subsequently relapsedor who are co-infected with HIV. | Shortened courses of combination therapy with peginterferon alfa (2a or 2b) and ribavirin are recommended for the treatment of adults with chronic hepatitis C who: have a rapid virological response to treatment at week 4 that is identified by a highly sensitive testand are considered suitable for a shortened course of treatment. | When deciding on the duration of combination therapy, clinicians should take into account the licensed indication of the chosen drug (peginterferon alfa-2a or peginterferon alfa-2b), the genotype of the hepatitis C virus, the viral load at the start of treatment and the response to treatment (as indicated by the viral load).",Approved
"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor","1.1Rituximab in combination with methotrexate is recommended as an option for the treatment of adults with severe active rheumatoid arthritis who have had an inadequate response to, or are intolerant of, other disease-modifying anti-rheumatic drugs (DMARDs), including at least one tumour necrosis factor (TNF) inhibitor. Treatment with rituximab should be given no more frequently than every 6 months. | 1.2Treatment with rituximab in combination with methotrexate should be continued only if there is an adequate response following initiation of therapy and if an adequate response is maintained following retreatment with a dosing interval of at least 6 months. An adequate response is defined as an improvement in disease activity score (DAS28) of 1.2 points or more. | 1.3Adalimumab, etanercept, infliximab and abatacept, each in combination with methotrexate, are recommended as treatment options only for adults with severe active rheumatoid arthritis who have had an inadequate response to, or have an intolerance of, other DMARDs, including at least one TNF inhibitor, and who cannot receive rituximab therapy because they have a contraindication to rituximab, or when rituximab is withdrawn because of an adverse event. | 1.4Adalimumab monotherapy and etanercept monotherapy are recommended as treatment options for adults with severe active rheumatoid arthritis who have had an inadequate response to, or have an intolerance of, other DMARDs, including at least one TNF inhibitor, and who cannot receive rituximab therapy because they have a contraindication to methotrexate, or when methotrexate is withdrawn because of an adverse event. | 1.5Treatment with adalimumab, etanercept, infliximab and abatacept should be continued only if there is an adequate response (as defined in 1.2) 6 months after initiation of therapy. Treatment should be monitored, with assessment of DAS28, at least every 6 months and continued only if an adequate response is maintained. | 1.6When using DAS28, healthcare professionals should take into account any physical, sensory or learning disabilities, communication difficulties, or disease characteristics that could adversely affect patient assessment and make any adjustments they consider appropriate. | 1.7A team experienced in the diagnosis and treatment of rheumatoid arthritis and working under the supervision of a rheumatologist should initiate, supervise and assess response to treatment with rituximab, adalimumab, etanercept, infliximab or abatacept.",Conditional
"Etanercept, infliximab and adalimumab for the treatment of psoriatic arthritis","Etanercept, infliximab and adalimumab are recommended for the treatment of adults with active and progressive psoriatic arthritis when the following criteria are met: the person has peripheral arthritis with 3 or more tender joints and 3 or more swollen joints and the psoriatic arthritis has not responded to adequate trials of at least 2 standard disease-modifying antirheumatic drugs (DMARDs), administered either individually or in combination. | Treatment as described in recommendation 1.1 should normally be started with the least expensive drug (taking into account drug administration costs, required dose and product price per dose). This may need to be varied for individual patients because of differences in the method of administration and treatment schedules. | Etanercept, adalimumab or infliximab treatment should be discontinued in people whose psoriatic arthritis has not shown an adequate response using the Psoriatic Arthritis Response Criteria (PsARC) at 12 weeks. An adequate response is defined as an improvement in at least 2 of the 4 criteria in PsARC (1 of which has to be joint tenderness or swelling score) with no worsening in any of the 4 criteria. People whose disease has a Psoriasis Area and Severity Index (PASI) 75 response at 12 weeks but whose PsARC response does not justify continuation of treatment should be assessed by a dermatologist to determine whether continuing treatment is appropriate on the basis of skin response (seeNICE's technology appraisal guidance on etanercept and efalizumab,infliximabandadalimumabfor guidance on the use of tumour necrosis factor [TNF] inhibitors in psoriasis). | When using the PsARC, healthcare professionals should take into account any physical, sensory or learning disabilities, or communication difficulties that could affect a person's responses to components of the PsARC and make any adjustments they consider appropriate.",Rejected
Capecitabine for the treatment of advanced gastric cancer,Capecitabine in combination with a platinum-based regimen is recommended for the first-line treatment of inoperable advanced gastric cancer.,Approved
Gefitinib for the first-line treatment of locally advanced or metastatic non-small-cell lung cancer,Gefitinib is recommended as an option for the first-line treatment of people with locally advanced or metastatic non-small-cell lung cancer (NSCLC) if: they test positive for the epidermal growth factor receptor tyrosine kinase (EGFR-TK) mutationand the manufacturer provides gefitinib at the fixed price agreed under the patient access scheme.,Approved
Rituximab for the treatment of relapsed or refractory chronic lymphocytic leukaemia,"Rituximab in combination with fludarabine and cyclophosphamide is recommended as a treatment option for people with relapsed or refractory chronic lymphocytic leukaemia except when the condition: is refractory to fludarabine (that is, it has not responded to fludarabine or has relapsed within 6 months of treatment) or has previously been treated with rituximab, unless: in the context of a clinical trial, at a dose lower than the dose currently licensed for chronic lymphocytic leukaemia or in the context of a clinical trial, in combination with chemotherapy other than fludarabine and cyclophosphamide. | Rituximab in combination with fludarabine and cyclophosphamide is recommended only in the context of research for people with relapsed or refractory chronic lymphocytic leukaemia that has previously been treated with rituximab, unless rituximab has been given as specified in section 1.1. | Rituximab in combination with chemotherapy other than fludarabine and cyclophosphamide is recommended only in the context of research for people with relapsed or refractory chronic lymphocytic leukaemia. | People with chronic lymphocytic leukaemia that is refractory to fludarabine (as defined in section 1.1), who are currently receiving rituximab in combination with fludarabine and cyclophosphamide should have the option to continue treatment until they and their clinicians consider it appropriate to stop. | People with chronic lymphocytic leukaemia that has previously been treated with rituximab other than as specified in section 1.1, who are currently receiving rituximab in combination with fludarabine and cyclophosphamide and people who are currently receiving rituximab in combination with other chemotherapy regimens that is not in the context of research, should have the option to continue treatment until they and their clinicians consider it appropriate to stop.",Approved
Human growth hormone (somatropin) for the treatment of growth failure in children,"Somatropin (recombinant human growth hormone) is recommended as a treatment option for children with growth failure associated with any of the following conditions: growth hormone deficiency Turner syndrome Prader–Willi syndrome chronic renal insufficiency born small for gestational age with subsequent growth failure at 4 years of age or later short stature homeobox‑containing gene (SHOX) deficiency. | Treatment with somatropin should always be initiated and monitored by a paediatrician with specialist expertise in managing growth hormone disorders in children. The choice of product should be made on an individual basis after informed discussion between the responsible clinician and the patient and/or their carer about the advantages and disadvantages of the products available, taking into consideration therapeutic need and the likelihood of adherence to treatment. If, after that discussion, more than one product is suitable, the least costly product should be chosen. | Treatment with somatropin should be discontinued if any of the following apply: growth velocity increases less than 50% from baseline in the first year of treatment final height is approached and growth velocity is less than 2 cm total growth in 1 year there are insurmountable problems with adherence final height is attained.In Prader–Willi syndrome evaluation of response to therapy should also consider body composition.Treatment should not be discontinued by default. The decision to stop treatment should be made in consultation with the patient and/or carers either by: a paediatrician with specialist expertise in managing growth hormone disorders in children, or an adult endocrinologist, if care of the patient has been transferred from paediatric to adult services.",Approved
Infliximab and adalimumab for the treatment of Crohn's disease,"1.1Infliximab and adalimumab, within their licensed indications, are recommended as treatment options for adults with severe active Crohn's disease (see 1.6) whose disease has not responded to conventional therapy (including immunosuppressive and/or corticosteroid treatments), or who are intolerant of or have contraindications to conventional therapy. Infliximab or adalimumab should be given as a planned course of treatment until treatment failure (including the need for surgery), or until 12 months after the start of treatment, whichever is shorter. People should then have their disease reassessed (see 1.4) to determine whether ongoing treatment is still clinically appropriate. | 1.2Treatment as described in 1.1 should normally be started with the less expensive drug (taking into account drug administration costs, required dose and product price per dose). This may need to be varied for individual patients because of differences in the method of administration and treatment schedules. | 1.3Infliximab, within its licensed indication, is recommended as a treatment option for people with active fistulising Crohn's disease whose disease has not responded to conventional therapy (including antibiotics, drainage and immunosuppressive treatments), or who are intolerant of or have contraindications to conventional therapy. Infliximab should be given as a planned course of treatment until treatment failure (including the need for surgery) or until 12 months after the start of treatment, whichever is shorter. People should then have their disease reassessed (see 1.4) to determine whether ongoing treatment is still clinically appropriate. | 1.4Treatment with infliximab or adalimumab (see 1.1 and 1.3) should only be continued if there is clear evidence of ongoing active disease as determined by clinical symptoms, biological markers and investigation, including endoscopy if necessary. Specialists should discuss the risks and benefits of continued treatment with patients and consider a trial withdrawal from treatment for all patients who are in stable clinical remission. People who continue treatment with infliximab or adalimumab should have their disease reassessed at least every 12 months to determine whether ongoing treatment is still clinically appropriate. People whose disease relapses after treatment is stopped should have the option to start treatment again. | 1.5Infliximab, within its licensed indication, is recommended for the treatment of people aged 6–17 years with severe active Crohn's disease whose disease has not responded to conventional therapy (including corticosteroids, immunomodulators and primary nutrition therapy), or who are intolerant of or have contraindications to conventional therapy. The need to continue treatment should be reviewed at least every 12 months. | 1.6For the purposes of this guidance, severe active Crohn's disease is defined as very poor general health and one or more symptoms such as weight loss, fever, severe abdominal pain and usually frequent (3–4 or more) diarrhoeal stools daily. People with severe active Crohn's disease may or may not develop new fistulae or have extra-intestinal manifestations of the disease. This clinical definition normally, but not exclusively, corresponds to a Crohn's Disease Activity Index (CDAI) score of 300 or more, or a Harvey-Bradshaw score of 8 to 9 or above. | 1.7When using the CDAI and Harvey-Bradshaw Index, healthcare professionals should take into account any physical, sensory or learning disabilities, or communication difficulties that could affect the scores and make any adjustments they consider appropriate. | 1.8Treatment with infliximab or adalimumab should only be started and reviewed by clinicians with experience of TNF inhibitors and of managing Crohn's disease.",Approved
Guidance on the use of glycoprotein IIb/IIIa inhibitors in the treatment of acute coronary syndromes,"This recommendation no longer stands. | This recommendation has been updated and replaced byrecommendation 1.1.5 in the NICE guideline on acute coronary syndromes. | This recommendation has been updated and replaced byrecommendation 1.1.5 in the NICE guideline on acute coronary syndromes. | This recommendation has been updated and replaced byrecommendations 1.2.7 and 1.2.8 in the NICE guideline on acute coronary syndromes. | This recommendation no longer stands. | This recommendation no longer stands. | It is recommended that a glycoprotein (GP) IIb/IIIa inhibitor is considered as an adjunct to percutaneous coronary intervention (PCI) for all patients with diabetes undergoing elective PCI, and for those patients undergoing complex procedures (for example, multi-vessel PCI, insertion of multiple stents, vein graft PCI or PCI for bifurcation lesions); currently only abciximab is licensed as an adjunct to PCI. In procedurally uncomplicated, elective PCI, where the risk of adverse sequelae is low, use of a GP IIb/IIIa inhibitor is not recommended unless unexpected immediate complications occur. | GP IIb/IIIa inhibitors are not currently licensed in the UK for use as an adjunct to thrombolytic therapy in ST-segment-elevation myocardial infarction (STEMI).",Rejected
Topotecan for the treatment of relapsed small-cell lung cancer,"Oral topotecan is recommended as an option only for people with relapsed small-cell lung cancer for whom: re-treatment with the first-line regimen is not considered appropriateand the combination of cyclophosphamide, doxorubicin and vincristine (CAV) is contraindicated (for details of the contraindications to CAV, see the summary of product characteristics for each of the component drugs). | Intravenous topotecan is not recommended for people with relapsed small-cell lung cancer. | People with relapsed small-cell lung cancer currently receiving oral topotecan who do not meet the criteria specified in section 1.1, or who are receiving intravenous topotecan should have the option to continue their treatment until they and their clinicians consider it appropriate to stop.",Rejected
Topotecan for the treatment of recurrent and stage IVB cervical cancer,1.1Topotecan in combination with cisplatin is recommended as a treatment option for women with recurrent or stage IVB cervical cancer only if they have not previously received cisplatin. | 1.2Women who have previously received cisplatin and are currently being treated with topotecan in combination with cisplatin for recurrent and stage IVB cervical cancer should have the option to continue their therapy until they and their clinicians consider it appropriate to stop.,Conditional
Guidance on the use of electroconvulsive therapy,"1.1It is recommended that electroconvulsive therapy (ECT) is used only to achieve rapid and short-term improvement of severe symptoms after an adequate trial of other treatment options has proven ineffective and/or when the condition is considered to be potentially life-threatening, in individuals with: | 1.2The decision as to whether ECT is clinically indicated should be based on a documented assessment of the risks and potential benefits to the individual, including: the risks associated with the anaesthetic; current comorbidities; anticipated adverse events, particularly cognitive impairment; and the risks of not having treatment. | 1.3The risks associated with ECT may be enhanced during pregnancy, in older people, and in children and young people, and therefore clinicians should exercise particular caution when considering ECT treatment in these groups. | 1.4Valid consent should be obtained in all cases where the individual has the ability to grant or refuse consent. The decision to use ECT should be made jointly by the individual and the clinician(s) responsible for treatment, on the basis of an informed discussion. This discussion should be enabled by the provision of full and appropriate information about the general risks associated with ECT (see section 1.9) and about the risks and potential benefits specific to that individual. Consent should be obtained without pressure or coercion, which may occur as a result of the circumstances and clinical setting, and the individual should be reminded of their right to withdraw consent at any point. There should be strict adherence to recognised guidelines about consent and the involvement of patient advocates and/or carers to facilitate informed discussion is strongly encouraged. | 1.5In all situations where informed discussion and consent is not possible advance directives should be taken fully into account and the individual's advocate and/or carer should be consulted. | 1.6Clinical status should be assessed following each ECT session and treatment should be stopped when a response has been achieved, or sooner if there is evidence of adverse effects. Cognitive function should be monitored on an ongoing basis, and at a minimum at the end of each course of treatment. | 1.7It is recommended that a repeat course of ECT should be considered under the circumstances indicated in section 1.1 only for individuals who have catatonia or mania and who have previously responded well to ECT. In patients who are experiencing an acute episode but have not previously responded, a repeat trial of ECT should be undertaken only after all other options have been considered and following discussion of the risks and benefits with the individual and/or where appropriate their carer/advocate. | 1.8This recommendation has been updated and replaced by theNICE guideline on depression in adults. | 1.9The current state of the evidence does not allow the general use of ECT in the management of schizophrenia to be recommended. | 1.10National information leaflets should be developed through consultation with appropriate professional and user organisations to enable individuals and their carers/advocates to make an informed decision regarding the appropriateness of ECT for their circumstances. The leaflets should be evidence based, include information about the risks of ECT and availability of alternative treatments, and be produced in formats and languages that make them accessible to a wide range of service users.",Approved
Sunitinib for the treatment of gastrointestinal stromal tumours,"Sunitinib is recommended, within its licensed indication, as a treatment option for people with unresectable and/or metastatic malignant gastrointestinal stromal tumours if: imatinib treatment has failed because of resistance or intolerance, and the drug cost of sunitinib (excluding any related costs) for the first treatment cycle will be met by the manufacturer. | The use of sunitinib should be supervised by cancer specialists with experience in treating people with unresectable and/or metastatic malignant gastrointestinal stromal tumours after failure of imatinib treatment because of resistance or intolerance.",Approved
Pemetrexed for the first-line treatment of non-small-cell lung cancer,1.1Pemetrexed in combination with cisplatin is recommended as an option for the first-line treatment of patients with locally advanced or metastatic non-small-cell lung cancer (NSCLC) only if the histology of the tumour has been confirmed as adenocarcinoma or large-cell carcinoma. | 1.2People who are currently being treated with pemetrexed for NSCLC but who do not meet the criteria in 1.1 should have the option to continue their therapy until they and their clinicians consider it appropriate to stop.,Conditional
Alitretinoin for the treatment of severe chronic hand eczema,"Alitretinoin is recommended, within its licensed indication, as a treatment option for adults with severe chronic hand eczema that has not responded to potent topical corticosteroids if the person has: severe disease, as defined by the physician's global assessment (PGA)and a dermatology life quality index (DLQI) score of 15 or more. | Alitretinoin treatment should be stopped: as soon as an adequate response (hands clear or almost clear) has been achievedor if the eczema remains severe (as defined by the PGA) at 12 weeksor if an adequate response (hands clear or almost clear) has not been achieved by 24 weeks. | Only dermatologists, or physicians with experience in both managing severe chronic hand eczema and the use of systemic retinoids, should start and monitor treatment with alitretinoin. | When using the DLQI, healthcare professionals should take into account any physical, sensory or learning disabilities, or other communication difficulties that could affect the responses to the DLQI. In such cases, healthcare professionals should ensure that the DLQI continues to be a sufficiently accurate measure.",Approved
"Bevacizumab (first-line), sorafenib (first- and second-line), sunitinib (second-line) and temsirolimus (first-line) for the treatment of advanced and/or metastatic renal cell carcinoma","1.1Bevacizumab, sorafenib and temsirolimus are not recommended as first-line treatment options for people with advanced and/or metastatic renal cell carcinoma. | 1.2Sorafenib and sunitinib are not recommended as second-line treatment options for people with advanced and/or metastatic renal cell carcinoma. | 1.3People who are currently being treated with bevacizumab (first-line), sorafenib (first- and second-line), sunitinib (second-line) and temsirolimus (first-line) for advanced and/or metastatic renal cell carcinoma should have the option to continue their therapy until they and their clinicians consider it appropriate to stop.",Rejected
Tenofovir disoproxil for the treatment of chronic hepatitis B,"Tenofovir disoproxil, within its marketing authorisation, is recommended as an option for the treatment of people with chronic HBeAg-positive or HBeAg-negative hepatitis B in whom antiviral treatment is indicated.",Approved
Rituximab for the first-line treatment of chronic lymphocytic leukaemia,Rituximab in combination with fludarabine and cyclophosphamide is recommended as an option for the first-line treatment of chronic lymphocytic leukaemia in people for whom fludarabine in combination with cyclophosphamide is considered appropriate. | Rituximab in combination with chemotherapy agents other than fludarabine and cyclophosphamide is not recommended for the first-line treatment of chronic lymphocytic leukaemia.,Rejected
Rivaroxaban for the prevention of venous thromboembolism after total hip or total knee replacement in adults,"Rivaroxaban, within its marketing authorisation, is recommended as an option for the prevention of venous thromboembolism in adults having elective total hip replacement surgery or elective total knee replacement surgery.",Approved
Sunitinib for the first-line treatment of advanced and/or metastatic renal cell carcinoma,"Sunitinib is recommended as a first-line treatment option for people with advanced and/or metastatic renal cell carcinoma who are suitable for immunotherapy and have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1. | When using ECOG performance status score, clinicians should be mindful of the need to secure equality of access to treatments for people with disabilities. Clinicians should bear in mind that people with disabilities may have difficulties with activities of daily living that are unrelated to the prognosis of renal cell carcinoma. In such cases clinicians should make appropriate judgements of performance status taking these considerations into account. | People who are currently being treated with sunitinib for advanced and/or metastatic renal cell carcinoma but who do not meet the criteria in section 1.1 should have the option to continue their therapy until they and their clinicians consider it appropriate to stop.",Approved
"Amantadine, oseltamivir and zanamivir for the treatment of influenza","Oseltamivir and zanamivir are recommended, within their marketing authorisations, for the treatment of influenza in adults and children ifallthe following circumstances apply: national surveillance schemes indicate that influenza virus A or B is circulating (the Health Protection Agency in England [and the equivalent bodies in Wales and Northern Ireland] uses information from a range of clinical, virological and epidemiological influenza surveillance schemes to identify periods when there is a substantial likelihood that people presenting with an influenza-like illness are infected with influenza virus) the person is in an 'at-risk' group as defined in 1.2 the person presents with an influenza-like illness and can start treatment within 48 hours (or within 36 hours for zanamivir treatment in children) of the onset of symptoms as per licensed indications. | For the purpose of this guidance, people 'at risk' are defined as those who have one of more of the following: chronic respiratory disease (including asthma and chronic obstructive pulmonary disease) chronic heart disease chronic renal disease chronic liver disease chronic neurological conditions diabetes mellitus.People who are aged 65 years or older and people who might be immunosuppressed are also defined as 'at-risk' for the purpose of this guidance. | The choice of either oseltamivir or zanamivir in the circumstances described in 1.1 should be made after consultation between the healthcare professional, the patient and carers. The decision should take into account the patient's preferences regarding drug delivery and potential adverse effects and contraindications. If all other considerations are equal, the drug with the lowest acquisition cost should be offered. | During localised outbreaks of influenza-like illness (outside the periods when national surveillance indicates that influenza virus is circulating in the community), oseltamivir and zanamivir may be offered for the treatment of influenza in 'at-risk' people who live in long-term residential or nursing homes. However, these treatments should be offered only if there is a high level of certainty that the causative agent in a localised outbreak is influenza (usually based on virological evidence of influenza infection in the initial case). | Amantadine is not recommended for the treatment of influenza.",Rejected
Machine perfusion systems and cold static storage of kidneys from deceased donors,"Machine perfusion using the LifePort kidney transporter and cold static storage using Belzer UW storage solution or Marshall's hypertonic citrate solution are recommended as options for the storage of kidneys from deceased donors. | The choice of storage method should take into account clinical and logistical factors in both the retrieval teams and transplant centres. In situations where different storage methods are considered equally appropriate, then the least costly should be used.",Rejected
Infliximab for acute exacerbations of ulcerative colitis,"Infliximab is recommended as an option for the treatment of acute exacerbations of severely active ulcerative colitis only in patients in whom ciclosporin is contraindicated or clinically inappropriate, based on a careful assessment of the risks and benefits of treatment in the individual patient. | In people who do not meet the criterion in 1.1, infliximab should only be used for the treatment of acute exacerbations of severely active ulcerative colitis in clinical trials.",Approved
Spinal cord stimulation for chronic pain of neuropathic or ischaemic origin,"Spinal cord stimulation is recommended as a treatment option for adults with chronic pain of neuropathic origin who: continue to experience chronic pain (measuring at least 50 mm on a 0 to 100 mm visual analogue scale) for at least 6 months despite appropriate conventional medical management, and who have had a successful trial of stimulation as part of the assessment specified in recommendation 1.3. | Spinal cord stimulation is not recommended as a treatment option for adults with chronic pain of ischaemic origin except in the context of research as part of a clinical trial. Such research should be designed to generate robust evidence about the benefits of spinal cord stimulation (including pain relief, functional outcomes and quality of life) compared with standard care. | Spinal cord stimulation should be provided only after an assessment by a multidisciplinary team experienced in chronic pain assessment and management of people with spinal cord stimulation devices, including experience in the provision of ongoing monitoring and support of the person assessed. | When assessing the severity of pain and the trial of stimulation, the multidisciplinary team should be aware of the need to ensure equality of access to treatment with spinal cord stimulation. Tests to assess pain and response to spinal cord stimulation should take into account a person's disabilities (such as physical or sensory disabilities), or linguistic or other communication difficulties, and may need to be adapted. | If different spinal cord stimulation systems are considered to be equally suitable for a person, the least costly should be used. Assessment of cost should take into account acquisition costs, the anticipated longevity of the system, the stimulation requirements of the person with chronic pain and the support package offered. | People who are currently using spinal cord stimulation for the treatment of chronic pain of ischaemic origin should have the option to continue treatment until they and their clinicians consider it appropriate to stop.",Rejected
Dabigatran etexilate for the prevention of venous thromboembolism after hip or knee replacement surgery in adults,"Dabigatran etexilate, within its marketing authorisation, is recommended as an option for the primary prevention of venous thromboembolic events in adults who have undergone elective total hip replacement surgery or elective total knee replacement surgery.",Approved
"Oseltamivir, amantadine (review) and zanamivir for the prophylaxis of influenza","Oseltamivir and zanamivir are recommended, within their marketing authorisations, for the post-exposure prophylaxis of influenza if all of the following circumstances apply. National surveillance schemes have indicated that influenza virus is circulating. The Health Protection Agency in England (and the equivalent bodies in Wales and Northern Ireland) uses information from a range of clinical, virological and epidemiological influenza surveillance schemes to identify periods when there is a substantial likelihood that people presenting with an influenza-like illness are infected with influenza virus. The person is in an at-risk group as defined in section 1.3. The person has been exposed (as defined in section 1.4) to an influenza-like illness and is able to begin prophylaxis within the timescale specified in the marketing authorisations of the individual drugs (within 36 hours of contact with an index case for zanamivir and within 48 hours of contact with an index case for oseltamivir). The person has not been effectively protected by vaccination (as defined in section 1.5). | The choice of either oseltamivir or zanamivir in the circumstances described in section 1.1 should be determined by the healthcare professional in consultation with patients and carers. The decision should take into account preferences regarding the delivery of the drug and potential adverse effects and contraindications. If all other considerations are equal, the drug with the lower acquisition cost should be used. | For the purpose of this guidance, people at risk are defined as those who fall into one or more of the clinical risk groups defined, and updated, each year by the Chief Medical Officer. The current list includes people with: chronic respiratory disease (including asthma that requires continuous or repeated use of inhaled or systemic steroids or with previous exacerbations requiring hospital admission) chronic heart disease chronic renal disease chronic liver disease chronic neurological disease immunosuppression diabetes mellitus.People who are aged 65 years or older are also defined as at-risk for the purpose of this guidance. | Exposure to an influenza-like illness is defined as close contact with a person in the same household or residential setting who has had recent symptoms of influenza. | People who are not effectively protected by vaccination include: those who have not been vaccinated since the previous influenza season those for whom vaccination is contraindicated, or in whom it has yet to take effect those who have been vaccinated with a vaccine that is not well matched (according to information from the Health Protection Agency) to the circulating strain of influenza virus. | During localised outbreaks of influenza-like illness (outside the periods when national surveillance indicates that influenza virus is circulating generally in the community), oseltamivir and zanamivir may be used for post-exposure prophylaxis in at-risk people living in long-term residential or nursing homes, whether or not they are vaccinated. However, this should be done only if there is a high level of certainty that the causative agent in a localised outbreak is influenza, usually based on virological evidence of infection with influenza in the index case or cases. | Oseltamivir and zanamivir are not recommended for seasonal prophylaxis of influenza. | Amantadine is not recommended for the prophylaxis of influenza.",Rejected
Routine antenatal anti-D prophylaxis for women who are rhesus D negative,"Routine antenatal anti-D prophylaxis (RAADP) is recommended as a treatment option for all pregnant women who are rhesus D (RhD) negative and who are not known to be sensitised to the RhD antigen. | When a decision has been made to give RAADP, the preparation with the lowest associated cost should be used. This cost should take into account the lowest acquisition cost available locally and costs associated with administration.",Approved
Entecavir for the treatment of chronic hepatitis B,"1.1Entecavir, within its marketing authorisation, is recommended as an option for the treatment of people with chronic HBeAg-positive or HBeAg-negative hepatitis B in whom antiviral treatment is indicated.",Approved
Telbivudine for the treatment of chronic hepatitis B,Telbivudine is not recommended for the treatment of chronic hepatitis B. | People currently receiving telbivudine should have the option to continue therapy until they and their clinicians consider it appropriate to stop.,Rejected
